source_code_description,concept_name
Pleural plaque,Pleural plaque
" Postprocedural respiratory disorders, NEC ",Disorder of respiratory system
Postprocedural subglottic stenosis,Postprocedural subglottic stenosis
Acute pulmonary insufficiency following thoracic surgery,Acute pulmonary insufficiency following thoracic surgery
Acute pulmonary insufficiency following nonthoracic surgery,Acute pulmonary insufficiency following nonthoracic surgery
Other postprocedural respiratory disorders,Postprocedural respiratory disorders
Mendelson s syndrome,Mendelson s syndrome resulting from a procedure
" Postprocedural respiratory disorder, unspecified ",Postprocedural respiratory disorders
" Respiratory failure, NEC ",Respiratory failure
Pulmonary collapse,Atelectasis
Acute respiratory failure,Acute respiratory failure
Other disorders of lung,Disorder of lung
" Respiratory failure, unspecified ",Respiratory failure
Disorders of diaphragm,Disorder of diaphragm
Other specified respiratory disorders,Disorder of respiratory system
Other respiratory disorders,Disorder of respiratory system
" Diseases of bronchus, NEC ",Bronchial finding
Partial anodontia Hypodontia Oligodontia ,Anodontia
Macrodontia,Developmental abnormality of tooth size and form
Microdontia,Developmental abnormality of tooth size and form
" Anodontia, unspecified ",Anodontia
Concrescence of teeth,Developmental abnormality of tooth size and form
Gemination of teeth,Developmental abnormality of tooth size and form
Evaginatus dens,Developmental abnormality of tooth size and form
Dens invaginatus dens in dente dilated odontoma and incisor anomalies,Developmental abnormality of tooth size and form
" Supernumerary teeth, incisor and canine regions ",Supernumerary tooth
" Supernumerary teeth, premolar region ",Supernumerary tooth
Other and specified abnormalities of size and form of teeth,Developmental abnormality of tooth size and form
" Supernumerary teeth, molar region ",Supernumerary tooth
Non-endemic motting of enamel non-fluoride enamel opacities ,Mottling of enamel
" Supernumerary teeth, unspecified ",Supernumerary tooth
" Motting teeth, unspecified ",Mottling of enamel
Disturbances in tooth formation,Disturbance of tooth formation
Abnormalities of size and form of teeth,Developmental abnormality of tooth size and form
Prenatal enamel hypoplasia,Disturbance of tooth formation
Neonatal enamel hypoplasia,Disturbance of tooth formation
Odontogenesis imperfecta,Hereditary or idiopathic disturbance of tooth structure
Dilaceration of tooth,Disturbance of tooth formation
Other hereditary disturbances in tooth structure,Hereditary or idiopathic disturbance of tooth structure
Turner s tooth,Disturbance of tooth formation
" Hereditary disturbanses in tooth structure, unspecified ",Hereditary or idiopathic disturbance of tooth structure
Premature shedding of primary deciduous tooth,Tooth eruption disorder
" Disturbances in tooth eruption, unspecified ",Tooth eruption disorder
Neonatal tooth,Tooth eruption disorder
Other disorders of tooth development,Tooth development and eruption disorder
Colour changes during tooth formation due to blood type incompatibility,Tooth development and eruption disorder
Retained persistent primary deciduous teeth,Tooth eruption disorder
Colour changes during tooth formation due to tetracyclines,Tooth development and eruption disorder
Other specified disorders of tooth development,Tooth development and eruption disorder
" Disorders of tooth development, unspecified ",Disorder of tooth development
Embedded and impacted teeth,Impacted tooth
Impacted teeth,Impacted tooth
Impacted teeth of maxillary incisor,Impacted tooth
Impacted teeth of mandibular incisor,Impacted tooth
Impacted teeth of mandibular canine,Impacted tooth
" Impacted teeth of maxillary molar, second ",Impacted tooth
" Impacted teeth of mandibular molar, third ",Impacted tooth
" Impacted teeth of maxillary molar, third ",Impacted tooth
Supernumeric impacted tooth,Impacted tooth
" Impaction tooth, unspecified ",Impacted tooth
" Impacted teeth of maxillary molar, unspecified ",Impacted tooth
Impacted teeth of mandibular molar,Impacted tooth
Caries of dentine,Dental caries extending into dentin
Caries of cementum,Cementum caries
" Impacted teeth of mandibular molar, first ",Impacted tooth
" Attrition of teeth, unspecified ",Excessive attrition of teeth
Other dental caries,Dental caries
Other diseases of hard tissues of teeth,Disorder of hard tissues of teeth
Excessive attrition of teeth,Excessive attrition of teeth
Occlusal wear of teeth,Excessive attrition of teeth
Habitual abrasion of teeth,Abrasion of tooth
Otherspecified attririon of teeth,Excessive attrition of teeth
Occupational erosion of teeth,Erosion of teeth
Due to persistent regurgitating or vomiting erosion of teeth,Erosion of teeth
Traditional abrasion of teeth,Abrasion of tooth
Due to diet erosion of teeth,Erosion of teeth
Due to drug and medicaments erosion of teeth,Erosion of teeth
Pathological resorption of teeth,Pathological resorption of tooth
External resorption of teeth,Pathological resorption of tooth
Other specified abrasion of teeth,Abrasion of tooth
" Abrasion of teeth, unspecified ",Abrasion of tooth
Other specified diseases of hard tissues of teeth,Disorder of hard tissues of teeth
Sensitive dentine,Disorder of hard tissues of teeth
Erosion of teeth,Erosion of teeth
Other specified disease of hard tissue of teeth,Disorder of hard tissues of teeth
Pulpitis,Pulpitis
Irreversible pulpitis,Pulpitis
Necrosis of pulp,Necrosis of the pulp
Pulp degeneration,Pulp degeneration
Radicular cyst of apical and lateral,Radicular cyst
Radicular cyst of residual,Radicular cyst
Radicular cyst of inflammatory paradental,Radicular cyst
Hyperplastic gingivitis chronic ,Chronic gingivitis
Desquamative gingivitis chronic ,Chronic gingivitis
" Chronic gingivitis, unspecified ",Chronic gingivitis
Periodontal absscess Parodontal abscess of gingival origin without sinus,Acute periodontitis
Periodontal abscess Parodontal abscess of gingival origin with sinus,Acute periodontitis
Other specified acute periodontitis,Acute periodontitis
" Acute periodontitis, unspecified ",Acute periodontitis
Chronic periodontitis,Chronic periodontitis
Chronic simplex periodontitis,Chronic periodontitis
Chronic complex periodontitis,Chronic periodontitis
" Chronic periodontitis, unspecified ",Chronic periodontitis
Other periodontal diseases,Periodontal disease
" Periodontal disease, unspecified ",Periodontal disease
Other disorders of gingiva and edentulous alveolar ridge,Gingival and periodontal disease
Localized gingival recession,Gingival recession
Generalized gingival recession,Gingival recession
Gingival enlargement,Gingival enlargement
" Gingival enlargement, unspecified ",Gingival enlargement
Gingival and edentulous alveolar ridge lesions associated with trauma,Gingival and edentulous alveolar ridge lesion associated with trauma
Gingival and edentulous alveolar ridge lesions associated with frictional functional keratosis,Gingival and edentulous alveolar ridge lesion associated with trauma
Other specified gingival and edentulous alveolar ridge lesions associated with trauma,Gingival and edentulous alveolar ridge lesion associated with trauma
Other specified disorders of gingiva and edentulous alveolar ridge,Gingival and periodontal disease
Gingival cyst of adult,Gingival and periodontal disease
Other specified discorders of gingiva and edentulous alveolar ridge,Gingival and periodontal disease
" Disorder of gingiva and edentulous alveolar ridges, unspecified ",Gingival and periodontal disease
Major anomalies of jaw size,Anomaly of jaw size
Maxillary macrognathism Maxillary hyperplasia ,Anomaly of jaw size
" Macrognathism, both jaws ",Anomaly of jaw size
Mandibular micrognathism Mandibula hypoplasia ,Anomaly of jaw size
" Anomaly of jaw size, unspecified ",Anomaly of jaw size
Anomalies of jaw-cranial base relationship,Asymmetry of jaw
Mandibular prognathism,Asymmetry of jaw
Maxillary prognathism,Asymmetry of jaw
Mandibular regrognathism,Asymmetry of jaw
Maxillary regrognathism,Asymmetry of jaw
Other specified anomalies of jaw-cranial base relationship,Asymmetry of jaw
" Anomalies of dental arch relationship, unspecified ",Asymmetry of jaw
Anomalies of dental arch relationship,Anomaly of dental arch
Disto-occlusion,Anomaly of dental arch
Mesio-occlusion,Anomaly of dental arch
Excessive overjet vertical overbite ,Anomaly of dental arch
" Crossbite anterior, posterior ",Anomaly of dental arch
Other specified anomalies of dental arch relationship,Anomaly of dental arch
Anomalies of tooth position,Anomaly of tooth position
" Anomalies of tooth position, transposition ",Anomaly of tooth position
Other specified anomalies of tooth position,Anomaly of tooth position
Oesophageal obstruction,Obstruction of esophagus
Perforation of oesophagus,Perforation of esophagus
" Diverticulum of oesophagus, acquired ",Acquired diverticulum of esophagus
" Disease of oesophagus, unspecified ",Disorder of esophagus
Tuberculous oesophagitis A18.82 ,Tuberculosis of esophagus
Disorders of oesophagus in other diseases classified elsewhere,Disorder of esophagus
Acute gastric ulcer with both hemorrhage and perforation,Acute gastric ulcer with hemorrhage AND perforation
Chronic or unspecified gastric ulcer with hemorrhage,Chronic gastric ulcer with hemorrhage but without obstruction
Chronic or unspecified gastric ulcer with perforation,Chronic gastric ulcer with perforation but without obstruction
Unspecified as acute or chronic gastric ulcer without hemorrhage or perforation," Gastric ulcer without hemorrhage, without perforation AND without obstruction "
Duodenal ulcer,Duodenal ulcer disease
Acute duodenal ulcer with hemorrhage,Acute duodenal ulcer with hemorrhage
Acute duodenal ulcer with perforation,Acute duodenal ulcer with perforation
Acute duodenal ulcer without hemorrhage or perforation,Acute duodenal ulcer without hemorrhage AND without perforation
Chronic or unspecified duodenal ulcer with hemorrhage,Chronic duodenal ulcer with hemorrhage but without obstruction
Chronic or unspecified duodenal ulcer with both hemorrhage and perforation,Chronic duodenal ulcer with hemorrhage AND with perforation but without obstruction
Unspecified as acute or chronic duodenal ulcer without hemorrhage or perforation," Duodenal ulcer without hemorrhage, without perforation AND without obstruction "
" Peptic ulcer, site unspecified "," Peptic ulcer without hemorrhage, without perforation AND without obstruction "
Other noninfective disorders of lymphatic vessels and lymph nodes,Non-infectious disorder of lymphatics
Lymphangitis,Lymphangitis
" Noninfective disorder of lymphatic vessels and lymph nodes, unspecified ",Non-infectious disorder of lymphatics
Maloclusion due to abnormal swallowing,Dentofacial functional anomaly
Other specified dentofacial functional abnormalities,Dentofacial functional anomaly
" Dentofacial abnormality, unspecified ",Dentofacial functional anomaly
Derangement of temporomandibular joint,Temporomandibular joint disorder
" Pain in temporomandibular joint, not elsewhere classified ",Temporomandibular joint disorder
" Stiffness of temporomandibular joint, not elsewhere classified ",Temporomandibular joint disorder
Degenerative joint disease of temporomandibular joint,Temporomandibular joint disorder
Masticatory muscle disorders,Temporomandibular joint disorder
Other dentofacial anomalies,Dentofacial anomaly
Exfoliation of teeth due to systemic causes,Exfoliation of teeth due to systemic disease
" Loss of teeth due to accident, extraction or local periodontal disease ",Acquired absence of teeth
Atrophy of edentulous alveolar ridge,Atrophy of edentulous alveolar ridge
Other specified disorders of teeth and supporting structures,Disorder of teeth AND OR supporting structures
Toothache NOS,Disorder of teeth AND OR supporting structures
Enlargement of alveolar ridge NOS,Disorder of teeth AND OR supporting structures
Other specified disorders of teeth and supporting structures,Disorder of teeth AND OR supporting structures
" Disorders of teeth and supporting structures, unspecified ",Disorder of teeth AND OR supporting structures
" Other cysts of oral region, NEC ",Cyst of oral soft tissue
Other diseases of jaws,Alveolitis of jaw
Alveolitis of jaws,Alveolitis of jaw
Other specified diseases of jaws,Disorder of jaw
" Disease of jaws, unspecified ",Disorder of jaw
Diseases of salivary glands,Disorder of salivary gland
Atrophy of salivary gland,Atrophy of salivary gland
Sialoadenitis,Sialoadenitis
Chronic sialoadenitis,Sialoadenitis
Mucocele of salivary gland,Mucocele of salivary gland
Stomatitis and related lesions,Stomatitis
