source_code_description,concept_name
Other acute nonsuppurative otitis media,Acute secretory otitis media
" Allergic mucoid sanguinous serous otits media, acute and subacute ",Acute secretory otitis media
" Allergic mucoid sanguinous serous otits media, acute and subacute, unilateral or unspecified ",Acute secretory otitis media
" Allergic mucoid sanguinous serous otits media, acute and subacute, bilateral ",Acute secretory otitis media
" Other acute nonsuppurative otitis media, bilateral ",Acute secretory otitis media
" Recurrent other acute nonsuppurative otitis media, unilateral or unspecified ",Acute secretory otitis media
" Recurrent other acute nonsuppurative otitis media, bilateral ",Acute secretory otitis media
" Chronic serous otitis media, bilateral ",Chronic serous otitis media
Chronic mucoid otitis media,Chronic mucoid otitis media
" Chronic mucoid otitis media, bilateral ",Chronic mucoid otitis media
Other chronic nonsuppurative otitis media,Chronic non-suppurative otitis media
" Chronic allergic otitis media, bilateral ",Chronic non-suppurative otitis media
Other chronic nonsuppurative otitis media,Chronic non-suppurative otitis media
" Nonsuppurative otitis media, unspecified ",Non-suppurative otitis media
" Nonsuppurative otitis media, unspecified, unilateral or unspecified ",Non-suppurative otitis media
" Nonsuppurative otitis media, unspecified, bilateral ",Non-suppurative otitis media
Acute suppurative otitis media without spontaneous rupture of ear drum,Acute suppurative otitis media
" Acute suppurative otitis media without spontaneous rupture of ear drum, bilateral ",Acute suppurative otitis media
" Recurrent acute suppurative otitis media without spontaneous rupture of ear drum, unilateral or unspecified ",Acute suppurative otitis media
" Recurrent acute suppurative otitis media without spontaneous rupture of ear drum, bilateral ",Acute suppurative otitis media
Acute suppurative otitis media with spontaneous rupture of ear drum,Acute suppurative otitis media
" Acute suppurative otitis media with spontaneous rupture of ear drum, unilateral or unspecified ",Acute suppurative otitis media
" Reccurent acute suppurative otitis media with spontaneous rupture of ear drum, bilateral ",Acute suppurative otitis media
Chronic tubotympanic suppurative otitis media,Chronic tubotympanic suppurative otitis media
" Chronic tubotympanic suppurative otitis media, bilateral ",Chronic tubotympanic suppurative otitis media
Complicated cataract,Cataract secondary to ocular disease
" Chronic atticoantral suppurative otitis media, unilateral or unspecified ",Chronic atticoantral suppurative otitis media
" Chronic atticoantral suppurative otitis media, bilateral ",Chronic atticoantral suppurative otitis media
Other chronic suppurative otitis media,Chronic purulent otitis media
" Other chronic suppurative otitis media, unilateral or unspecified ",Chronic purulent otitis media
" Other chronic suppurative otitis media, bilateral ",Chronic purulent otitis media
" Suppurative otitis media, unspecified ",Chronic purulent otitis media
Otits media in diseases classified elsewhere,Otitis media
" Suppurative otitis media, unspecified, unilateral or unspecified ",Chronic purulent otitis media
" Suppurative otitis media, unspecified, bilateral ",Chronic purulent otitis media
" Otitis media, unspecified, unilateral or unspecified ",Otitis media
Otitis media in viral diseases classified elsewhere,Acute suppurative otitis media due to another disease
Obstruction of Eustachian tube,Obstruction of Eustachian tube
Osseous obstructuon,Obstruction of Eustachian tube
Extrinsic cartilagenous obstruction,Obstruction of Eustachian tube
Unspecified obstruction,Obstruction of Eustachian tube
Other specified disorders of Eustachian tube,Dysfunction of eustachian tube
Acute mastoiditis,Acute mastoiditis
Petrositis,Petrositis
Other mastoiditis and related conditions,Disorder of mastoid
Perforation of tympanic membrane,Perforation of tympanic membrane
Other specified disorders of tympanic membrane,Atrophic flaccid tympanic membrane
Other specified disorders of tympanic membrane,Atrophic flaccid tympanic membrane
" Disorders of tympanic membrane, unspecified ",Disorder of tympanic membrane
Other disorders of middle ear and mastoid,Disorder of both middle ear and mastoid
Adhesive middle ear disease,Adhesive middle ear disease
Discontinuity and dislocation of ear ossicles,Discontinuity of ear ossicles
" Disorder of middle ear and mastoid, unspecified ",Disorder of middle ear
Mastoiditis in infectious and parasitic diseases classified elsewhere,Mastoiditis
Other specified disorders of middle ear and mastoid in diseases classified elsewhere,Disorder of both middle ear and mastoid
" Otosclerosis involving oval window, obliterative ",Obliterative otosclerosis involving oval window
Other otosclerosis,Otosclerosis
Meniere s disease,M ni re s disease
Benign paroxysmal vertigo,Benign paroxysmal positional vertigo
Other peripheral vertigo,Peripheral vertigo
Aural vertigo,Peripheral vertigo
" Disorder of vestibular function, unspecified ",Labyrinthine disorder
Labyrinthitis,Labyrinthitis
Labyrinthine fistula,Labyrinthine fistula
Labyrinthine dysfunction,Labyrinthine dysfunction
Noise effects on inner ear,Noise effects on inner ear
Other specified diseases of inner ear,Disorder of inner ear
Conductive and sensorineural hearing loss,Mixed conductive AND sensorineural hearing loss
" Conductive hearing loss, bilateral "," Conductive hearing loss, bilateral "
" Conductive hearing loss, unilateral with unrestricted hearing on the contralateral side ",Conductive hearing loss
" Conductive hearing loss, unspecified ",Conductive hearing loss
" Sensorineural hearing loss, bilateral "," Sensorineural hearing loss, bilateral "
" Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side ",Sensory hearing loss
" Mixed conductive and sensorineural hearing loss, bilateral "," Mixed conductive and sensorineural hearing loss, bilateral "
" Mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side ",Mixed conductive AND sensorineural hearing loss
" Mixed conductive and sensorineural hearing loss, unspecified ",Mixed conductive AND sensorineural hearing loss
" Ototoxic hearing loss, Bilateral ",Ototoxicity - deafness
" Ototoxic hearing loss, Unspecified side ",Ototoxicity - deafness
" Presbycusis, Unilateral ",Presbycusis
" Presbycusis, Bilateral ",Presbycusis
Sudden idiopathic hearing loss,Sudden hearing loss
" Sudden idiopathic hearing loss, Unilateral ",Sudden hearing loss
" Sudden idiopathic hearing loss, Bilateral ",Sudden hearing loss
" Other specified hearing loss, Bilateral ",Hearing loss
" Hearing loss, unspecified ",Hearing loss
Otalgia and effusion of ear,Disorder of ear
Otalgia,Otalgia
Otorrhea,Otorrhea
Degenerative and vascular disorders of ear,Degenerative and vascular disorders of ear
Tinnitus,Tinnitus
Other abnormal auditory perceptions,Abnormal auditory perception
Auditory recruitment,Abnormal auditory perception
Hyperacusis,Abnormal auditory perception
Temporary auditory threshold shift,Abnormal auditory perception
Other abnormal auditory threshold shift,Abnormal auditory perception
Disorders of acoustic nerve,Disorder of acoustic nerve
Other specified disorders of ear,Disorder of ear
Subsequent myocardial infarction of unspecified site,Subsequent myocardial infarction
Hemopericardium as current complication following acute myocardial infarction,Hemopericardium as current complication following acute myocardial infarction
Rupture of chordae tendineae as current complication following acute myocardial infarction,Rupture of chordae tendinae as current complication following acute myocardial infarction
" Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction "," Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction "
Coronary thrombosis not resulting in myocardial infarction,Coronary thrombosis not resulting in myocardial infarction
Dressler s syndrome,Postmyocardial infarction syndrome
Atherosclerotic heart disease,Coronary arteriosclerosis
" Atherosclerotic heart disease, native coronary artery ",Coronary arteriosclerosis
" Atherosclerotic heart disease, autologous bypass graft ",Coronary arteriosclerosis
" Atherosclerotic heart disease, nonautologous bypass graft ",Coronary arteriosclerosis
Aneurysm of heart,Aneurysm of heart
Silent myocardial ischemia,Silent myocardial ischemia
Other forms of chronic ischemic heart disease,Chronic ischemic heart disease
Pulmonary embolism,Pulmonary embolism
Pulmonary embolism without mention of acute cor pulmonale,Pulmonary embolism
Kyphoscoliotic heart disease,Kyphoscoliotic heart disease
Other secondary pulmonary hypertension,Chronic pulmonary heart disease
Visual field defects,Visual field defect
Other disorders of ear in diseases classified elsewhere,Disorder of ear
Acoustic neuritis in infectious and parasitic diseases classified elsewhere,Acoustic neuritis
Other specified disorders of ear in diseases classified elsewhere,Disorder of ear
" Postprocedural disorders of ear and mastoid process, NEC ",Disorder of ear
Acute rheumatic endocarditis,Acute rheumatic endocarditis
Acute rheumatic myocarditis,Acute rheumatic myocarditis
Other acute rheumatic heart disease,Acute rheumatic heart disease
Rheumatic mitral valve diseases,Mitral valve disorder
Rheumatic mitral insufficiency,Rheumatic mitral regurgitation
Mitral stenosis with insufficiency,Mitral valve disorder
" Mitral valve disease, unspecified ",Mitral valve disorder
Rheumatic aortic stenosis,Rheumatic aortic stenosis
Rheumatic aortic insufficiency,Rheumatic aortic regurgitation
Rheumatic aortic stenosis with insufficiency,Rheumatic aortic stenosis with regurgitation
Tricuspid insufficiency,Rheumatic tricuspid valve regurgitation
Tricuspid stenosis with insufficiency,Rheumatic tricuspid stenosis and insufficiency
" Tricuspid valve diease, unspecified ",Tricuspid valve disorder
Multiple valve diseases,Multiple valve disease
Disorders of both mitral and tricuspid valves,Rheumatic disease of heart valve
" Combined disorders of mitral, aortic and tricuspid valves "," Combined disorders of mitral, aortic and tricuspid valves "
Other rheumatic heart diseases,Rheumatic heart disease
Chronic rheumatic pericarditis,Chronic rheumatic pericarditis
" Rheumatic heart disease, unspecified ",Rheumatic heart disease
Essential primary hypertension,Essential hypertension
Unspecified hypertension,Essential hypertension
Hypertensive heart disease,Hypertensive heart disease
Hypertensive heart disease without congestive heart failure,Hypertensive heart disease without congestive heart failure
Hypertensive heart and renal disease with both congestive heart failure and renal failure,Hypertensive heart and renal disease with both congestive heart failure and renal failure
" Hypertensive heart and renal disease, unspecified ",Hypertensive heart AND renal disease
Secondary hypertension,Secondary hypertension
Renovascular hypertension,Renovascular hypertension
Hypertension secondary to endocrine disorders,Hypertension secondary to endocrine disorder
Other secondary hypertension,Secondary hypertension
Other forms of angina pectoris,Angina pectoris
Atypical angina,Angina pectoris
Acute transmural myocardial infarction of anterior wall,Acute myocardial infarction of anterior wall
Acute transmural myocardial infarction of inferior wall,Acute myocardial infarction of inferior wall
Acute transmural myocardial infarction of other sites,Acute myocardial infarction
Acute transmural myocardial infarction of unspecified site,Acute myocardial infarction
" Acute subendocardial myocardial infarction, anterior wall ",Acute subendocardial infarction
" Acute subendocardial myocardial infarction, other wall ",Acute subendocardial infarction
Subsequent myocardial infarction,Subsequent myocardial infarction
Arteriovenous fistula of pulmonary vessels,Arteriovenous fistula of pulmonary vessels
Aneurysm of pulmonary artery,Pulmonary artery aneurysm
Acute pericarditis,Acute pericarditis
Other diseases of pericardium,Disorder of pericardium
Chronic constrictive pericarditis,Chronic constrictive pericarditis
" Hemopericardium, NEC ",Hemopericardium
Pericardial effusion noninflammatory ,Pericardial effusion - noninflammatory
Pericarditis in diseases classified elsewhere,Pericarditis
Pericarditis in bacterial diseases classified elsewhere,Infectious pericarditis
Acute and subacute endocarditis,Acute and subacute endocarditis
Mitral valve insufficiency,Mitral valve regurgitation
Mitral valve prolapse,Mitral valve prolapse
Nonrheumatic mitral valve stenosis,Non-rheumatic mitral valve stenosis
Other aortic valve disorders,Aortic valve disorder
Nonrheumatic tricuspid valve stenosis," Tricuspid stenosis, non-rheumatic "
Nonrheumatic tricuspid valve stenosis with insufficiency,Non-rheumatic tricuspid valve stenosis with insufficiency
Other nonrheumatic tricuspid valve disorders," Tricuspid valve disorder, non-rheumatic "
